-0.409222,2.427488,-1.407641,-0.271448,-1.276356,0.503791,-1.277273,3.046007,-0.675252,-0.027590,-0.189859,0.211670,-1.107581
-0.406676,0.751254,-0.914822,-0.271448,-0.909680,0.337931,-0.145344,1.499984,-0.226550,-0.751082,0.473024,0.458888,-0.933517
-0.410710,-0.446057,-0.906226,-0.271448,-0.368396,-0.320111,-0.475342,0.429329,-0.563077,-1.092889,0.709767,0.458888,-0.574159
-0.103428,-0.446057,0.943278,-0.271448,0.853857,-0.341686,0.454330,-0.431658,1.568257,1.425089,0.709767,-3.089333,0.529184
-0.185782,-0.446057,1.155305,-0.271448,2.739619,-1.756207,0.919166,-1.108487,-0.563077,-0.073165,-1.894415,0.458888,2.233328
-0.213342,-0.446057,1.155305,-0.271448,2.739619,-1.258630,0.784328,-0.935242,-0.563077,-0.073165,-1.894415,-2.458795,0.387406
-0.411413,-0.446057,-1.161232,-0.271448,-0.595386,1.178014,-0.312117,-0.190757,-0.899603,-0.830837,-0.426603,0.450937,-1.078102
-0.355742,-0.446057,-0.483605,-0.271448,-0.167598,-0.645087,-0.085022,-0.021284,-0.675252,-0.620056,1.088558,0.402573,-0.294814
0.542247,-0.446057,0.943278,-0.271448,1.246724,-1.576864,0.890779,-0.920336,1.568257,1.425089,0.709767,0.458888,1.726577
0.344407,-0.446057,0.943278,-0.271448,1.246724,-0.902640,0.997230,-1.004451,1.568257,1.425089,0.709767,0.458888,1.434598
-0.407650,-0.446057,2.024901,-0.271448,0.207809,-0.440123,0.848199,-0.815502,-0.899603,-1.297973,0.188931,0.293066,0.589545
-0.412002,2.068295,-0.887602,-0.271448,-1.328738,0.147800,-0.933081,1.540666,-0.450901,-0.699811,-0.994788,0.458888,-0.811391
0.327521,-0.446057,0.943278,3.683942,1.857850,0.008910,0.904973,-0.764083,1.568257,1.425089,0.709767,0.277449,0.592352
0.397073,-0.446057,0.943278,-0.271448,0.993543,0.793707,0.954650,-1.103119,1.568257,1.425089,0.709767,0.458888,1.103315
-0.389707,-0.446057,-0.761532,-0.271448,-0.464430,2.778621,0.227235,-0.421498,-0.226550,-0.620056,-0.615998,0.346731,-1.297086
-0.038811,-0.446057,0.943278,-0.271448,1.403871,-3.565824,0.567878,-0.989900,1.568257,1.425089,0.709767,0.059477,-0.878771
0.896607,-0.446057,0.943278,-0.271448,1.063386,-0.417199,0.834005,-0.858403,1.568257,1.425089,0.709767,-3.224962,1.545494
-0.371075,0.511791,-1.081005,-0.271448,0.155426,1.705257,-0.684696,-0.431436,-0.563077,-0.865017,-2.699344,0.396421,-1.434653
-0.224330,-0.446057,1.155305,-0.271448,0.417338,-0.438774,0.901424,-0.645851,-0.563077,-0.073165,-1.894415,-0.002706,-0.189533
0.770284,-0.446057,0.943278,-0.271448,0.495911,0.031834,0.571426,-0.839947,1.568257,1.425089,0.709767,0.330357,-0.037929
-0.407050,-0.446057,2.324317,-0.271448,0.452259,-0.299884,0.954650,-0.876814,-0.675252,1.681444,0.662419,0.394622,0.658328
-0.410701,-0.446057,-1.020836,-0.271448,-1.005714,-0.414502,-0.695341,1.849623,-0.787428,-0.363700,0.046885,0.153272,-0.099693
0.716035,-0.446057,0.943278,-0.271448,1.595939,-0.364610,0.567878,-0.897887,1.568257,1.425089,0.709767,-2.645060,2.897299
